Geneid	max_TPM	category	family_id	subsample_assignment1	subsample_assignment2	subsample_assignment3	subsample_assignment4	subsample_assignment5	subsample_assignment6	subsample_assignment7	subsample_assignment8	subsample_assignment9	subsample_assignment10
GRMZM5G899315	0	unexpressed	518	subsample3	subsample3	subsample2	subsample3	subsample1	subsample3	subsample1	subsample1	subsample3	subsample3
GRMZM5G834231	0	unexpressed	518	subsample3	subsample3	subsample2	subsample3	subsample1	subsample3	subsample1	subsample1	subsample3	subsample3
GRMZM2G430501	0.461613	unexpressed	518	subsample3	subsample3	subsample2	subsample3	subsample1	subsample3	subsample1	subsample1	subsample3	subsample3
GRMZM2G067456	1256.576416	highly-expressed	518	subsample3	subsample3	subsample2	subsample3	subsample1	subsample3	subsample1	subsample1	subsample3	subsample3
GRMZM2G077851	1580.003662	highly-expressed	518	subsample3	subsample3	subsample2	subsample3	subsample1	subsample3	subsample1	subsample1	subsample3	subsample3
GRMZM2G328473	0.303342	unexpressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G391684	0.324971	unexpressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
AF466202.2_FG012	0.374847	unexpressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G460078	344.537262	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM5G840955	351.558197	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G176546	358.589417	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G472376	411.661591	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G157269	423.285065	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G117064	509.910858	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G059381	616.418823	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G075333	729.354248	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G101875	1781.506592	highly-expressed	520	subsample5	subsample4	subsample3	subsample5	subsample4	subsample1	subsample5	subsample4	subsample1	subsample1
GRMZM2G125268	351.043579	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G090087	370.182129	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G071021	404.037933	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G128114	550.004456	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G035268	633.619019	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G058675	1438.122314	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G130440	1443.910767	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G169458	1583.308105	highly-expressed	521	subsample2	subsample4	subsample4	subsample3	subsample2	subsample1	subsample3	subsample3	subsample2	subsample4
GRMZM2G114552	1231.226685	highly-expressed	522	subsample3	subsample5	subsample1	subsample2	subsample3	subsample5	subsample1	subsample5	subsample4	subsample2
GRMZM2G447785	1658.044189	highly-expressed	522	subsample3	subsample5	subsample1	subsample2	subsample3	subsample5	subsample1	subsample5	subsample4	subsample2
AC195685.3_FG001	0.544315	unexpressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G042361	0.572644	unexpressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G399421	422.879974	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G052844	441.957184	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G452150	494.668304	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G306693	510.827637	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G120300	518.181946	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G130401	995.835876	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G066675	997.679321	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G162384	1073.319336	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G058033	1378.119019	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G153262	2351.879639	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G112579	2459.453369	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G094811	2697.027588	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G394259	2853.072266	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G454608	3341.159668	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G454497	4701.3125	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G320175	4954.561523	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G160526	5528.544922	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G160626	5684.741699	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G030265	8300.780273	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G418644	8886.137695	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G027782	10548.36035	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G374375	19195.30469	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
GRMZM2G151755	23156	highly-expressed	523	subsample1	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3	subsample5	subsample2	subsample3
AC177908.3_FG003	0.144371	unexpressed	524	subsample5	subsample4	subsample1	subsample3	subsample5	subsample2	subsample2	subsample3	subsample4	subsample4
AC177908.3_FG006	0.195656	unexpressed	524	subsample5	subsample4	subsample1	subsample3	subsample5	subsample2	subsample2	subsample3	subsample4	subsample4
GRMZM2G043198	414.56778	highly-expressed	526	subsample4	subsample1	subsample1	subsample4	subsample3	subsample1	subsample3	subsample1	subsample4	subsample4
GRMZM2G127546	579.474548	highly-expressed	526	subsample4	subsample1	subsample1	subsample4	subsample3	subsample1	subsample3	subsample1	subsample4	subsample4
GRMZM2G137151	599.954285	highly-expressed	526	subsample4	subsample1	subsample1	subsample4	subsample3	subsample1	subsample3	subsample1	subsample4	subsample4
GRMZM2G033208	1339.973633	highly-expressed	526	subsample4	subsample1	subsample1	subsample4	subsample3	subsample1	subsample3	subsample1	subsample4	subsample4
GRMZM2G311822	0	unexpressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM5G844236	0.045082	unexpressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G174658	0.065577	unexpressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G096026	0.363787	unexpressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G088524	492.881134	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G114503	495.943726	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G049378	581.59967	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
AC204212.4_FG001	1052.028564	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G121753	1224.567993	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G175265	1322.571899	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G474769	1874.816406	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G014902	2126.900146	highly-expressed	528	subsample2	subsample5	subsample3	subsample1	subsample5	subsample1	subsample4	subsample4	subsample5	subsample2
GRMZM2G045178	388.959259	highly-expressed	529	subsample5	subsample3	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample5
GRMZM2G093325	476.927124	highly-expressed	529	subsample5	subsample3	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample5
GRMZM2G327692	538.136536	highly-expressed	529	subsample5	subsample3	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample5
GRMZM2G037189	544.604309	highly-expressed	529	subsample5	subsample3	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample5
GRMZM2G181551	1302.334473	highly-expressed	529	subsample5	subsample3	subsample3	subsample1	subsample1	subsample5	subsample2	subsample4	subsample5	subsample5
GRMZM2G074097	3112.956055	highly-expressed	530	subsample4	subsample5	subsample3	subsample1	subsample3	subsample5	subsample1	subsample5	subsample5	subsample3
GRMZM2G018375	3285.007324	highly-expressed	530	subsample4	subsample5	subsample3	subsample1	subsample3	subsample5	subsample1	subsample5	subsample5	subsample3
AC198597.4_FG001	0.262096	unexpressed	533	subsample4	subsample3	subsample4	subsample2	subsample2	subsample4	subsample1	subsample1	subsample2	subsample1
GRMZM2G051855	0.797443	unexpressed	533	subsample4	subsample3	subsample4	subsample2	subsample2	subsample4	subsample1	subsample1	subsample2	subsample1
GRMZM2G154881	463.722137	highly-expressed	540	subsample3	subsample4	subsample1	subsample1	subsample5	subsample1	subsample3	subsample2	subsample1	subsample2
GRMZM2G035620	570.84491	highly-expressed	540	subsample3	subsample4	subsample1	subsample1	subsample5	subsample1	subsample3	subsample2	subsample1	subsample2
GRMZM2G179301	607.480591	highly-expressed	540	subsample3	subsample4	subsample1	subsample1	subsample5	subsample1	subsample3	subsample2	subsample1	subsample2
GRMZM2G073079	906.274109	highly-expressed	540	subsample3	subsample4	subsample1	subsample1	subsample5	subsample1	subsample3	subsample2	subsample1	subsample2
GRMZM2G076348	1216.467041	highly-expressed	540	subsample3	subsample4	subsample1	subsample1	subsample5	subsample1	subsample3	subsample2	subsample1	subsample2
GRMZM2G013593	0	unexpressed	542	subsample4	subsample5	subsample2	subsample1	subsample5	subsample3	subsample3	subsample5	subsample1	subsample5
GRMZM2G450483	0	unexpressed	542	subsample4	subsample5	subsample2	subsample1	subsample5	subsample3	subsample3	subsample5	subsample1	subsample5
GRMZM5G834040	0.28932	unexpressed	542	subsample4	subsample5	subsample2	subsample1	subsample5	subsample3	subsample3	subsample5	subsample1	subsample5
GRMZM2G084547	391.208038	highly-expressed	542	subsample4	subsample5	subsample2	subsample1	subsample5	subsample3	subsample3	subsample5	subsample1	subsample5
GRMZM2G355398	0.68323	unexpressed	543	subsample3	subsample1	subsample2	subsample3	subsample3	subsample1	subsample1	subsample3	subsample5	subsample3
GRMZM2G083635	0	unexpressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G580894	0	unexpressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G067642	0	unexpressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G469812	0.502052	unexpressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G351502	0.851407	unexpressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G420684	348.502991	highly-expressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G161787	361.917145	highly-expressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
GRMZM2G117642	1443.699707	highly-expressed	545	subsample4	subsample4	subsample2	subsample2	subsample4	subsample2	subsample2	subsample2	subsample2	subsample4
AC186782.4_FG003	0.375488	unexpressed	546	subsample4	subsample1	subsample3	subsample5	subsample2	subsample3	subsample4	subsample4	subsample3	subsample5
GRMZM2G054916	1620.560059	highly-expressed	547	subsample1	subsample1	subsample3	subsample4	subsample1	subsample4	subsample4	subsample4	subsample5	subsample1
GRMZM2G067919	2871.387695	highly-expressed	547	subsample1	subsample1	subsample3	subsample4	subsample1	subsample4	subsample4	subsample4	subsample5	subsample1
GRMZM2G026703	3840.29126	highly-expressed	547	subsample1	subsample1	subsample3	subsample4	subsample1	subsample4	subsample4	subsample4	subsample5	subsample1
GRMZM2G078441	4015.062744	highly-expressed	547	subsample1	subsample1	subsample3	subsample4	subsample1	subsample4	subsample4	subsample4	subsample5	subsample1
GRMZM2G702970	0	unexpressed	548	subsample5	subsample2	subsample2	subsample3	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3
GRMZM2G702977	0	unexpressed	548	subsample5	subsample2	subsample2	subsample3	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3
GRMZM2G702976	0	unexpressed	548	subsample5	subsample2	subsample2	subsample3	subsample5	subsample5	subsample1	subsample3	subsample1	subsample3
AC186653.4_FG005	0	unexpressed	550	subsample1	subsample2	subsample5	subsample2	subsample2	subsample5	subsample2	subsample1	subsample5	subsample1
GRMZM2G159008	348.705261	highly-expressed	552	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample3	subsample2	subsample4	subsample5
GRMZM2G043191	368.921234	highly-expressed	552	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample3	subsample2	subsample4	subsample5
GRMZM2G076152	425.014404	highly-expressed	552	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample3	subsample2	subsample4	subsample5
GRMZM2G155321	653.010376	highly-expressed	552	subsample5	subsample2	subsample3	subsample5	subsample2	subsample5	subsample3	subsample2	subsample4	subsample5
GRMZM2G364320	0	unexpressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G459230	0	unexpressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G042576	0.222078	unexpressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G370756	0.377402	unexpressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G142802	349.913727	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G119219	371.256927	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G044822	372.515045	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G150248	379.026825	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G163998	394.107544	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G406119	400.484222	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G078472	467.941742	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G358540	482.068542	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G078033	555.234741	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G093175	618.242493	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G106792	638.922424	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G169671	640.600952	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G053669	678.659851	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G034152	1517.43396	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM5G800014	1527.890137	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G017991	1773.624756	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G070167	3678.4104	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G158593	5921.403809	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G003762	9228.098633	highly-expressed	555	subsample4	subsample5	subsample5	subsample2	subsample3	subsample2	subsample1	subsample1	subsample4	subsample1
GRMZM2G000411	0	unexpressed	556	subsample5	subsample5	subsample4	subsample1	subsample1	subsample1	subsample2	subsample3	subsample3	subsample4
GRMZM2G051745	0.080987	unexpressed	559	subsample2	subsample3	subsample5	subsample5	subsample5	subsample2	subsample4	subsample4	subsample2	subsample1
GRMZM5G812580	0.519353	unexpressed	559	subsample2	subsample3	subsample5	subsample5	subsample5	subsample2	subsample4	subsample4	subsample2	subsample1
GRMZM2G082480	0.655998	unexpressed	559	subsample2	subsample3	subsample5	subsample5	subsample5	subsample2	subsample4	subsample4	subsample2	subsample1
AC188583.4_FG003	0.817741	unexpressed	559	subsample2	subsample3	subsample5	subsample5	subsample5	subsample2	subsample4	subsample4	subsample2	subsample1
GRMZM2G701689	539.064941	highly-expressed	559	subsample2	subsample3	subsample5	subsample5	subsample5	subsample2	subsample4	subsample4	subsample2	subsample1
GRMZM2G339018	0	unexpressed	560	subsample1	subsample5	subsample2	subsample1	subsample5	subsample5	subsample1	subsample5	subsample5	subsample4
GRMZM2G465182	0.027129	unexpressed	560	subsample1	subsample5	subsample2	subsample1	subsample5	subsample5	subsample1	subsample5	subsample5	subsample4
GRMZM2G012342	440.862305	highly-expressed	561	subsample1	subsample3	subsample1	subsample1	subsample4	subsample5	subsample1	subsample1	subsample1	subsample5
GRMZM2G145500	553.583557	highly-expressed	561	subsample1	subsample3	subsample1	subsample1	subsample4	subsample5	subsample1	subsample1	subsample1	subsample5
GRMZM2G029029	373.602692	highly-expressed	562	subsample1	subsample1	subsample4	subsample3	subsample5	subsample5	subsample5	subsample5	subsample2	subsample3
AC190812.3_FG006	0	unexpressed	563	subsample5	subsample4	subsample2	subsample3	subsample3	subsample2	subsample2	subsample4	subsample1	subsample3
GRMZM2G542994	387.574707	highly-expressed	564	subsample4	subsample5	subsample3	subsample4	subsample5	subsample1	subsample3	subsample2	subsample2	subsample2
GRMZM2G025855	733.69873	highly-expressed	566	subsample3	subsample5	subsample3	subsample5	subsample1	subsample4	subsample1	subsample3	subsample2	subsample4
GRMZM2G168149	755.494141	highly-expressed	566	subsample3	subsample5	subsample3	subsample5	subsample1	subsample4	subsample1	subsample3	subsample2	subsample4
AC210013.4_FG019	910.841064	highly-expressed	566	subsample3	subsample5	subsample3	subsample5	subsample1	subsample4	subsample1	subsample3	subsample2	subsample4
GRMZM2G081486	0	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC213896.2_FG005	0	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G566436	0	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC212449.4_FG006	0.015233	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC212449.4_FG002	0.016926	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC212449.4_FG004	0.018385	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC217966.3_FG007	0.065788	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G051042	0.182418	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM5G881638	0.189311	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC212449.4_FG001	0.309132	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G001164	0.575489	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC196502.3_FG003	0.667751	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC233953.1_FG003	0.724081	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
AC211257.3_FG002	0.77236	unexpressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G179733	352.647217	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G136895	517.203003	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G017186	536.596008	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G050933	573.478149	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G310115	888.67041	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G473711	951.181641	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G147687	2496.698486	highly-expressed	567	subsample4	subsample5	subsample4	subsample5	subsample2	subsample1	subsample1	subsample2	subsample2	subsample1
GRMZM2G019393	0	unexpressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G152921	346.802307	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G157629	353.353119	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G359018	396.716858	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G031308	481.74939	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G142409	536.762329	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G167892	578.213135	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G002786	663.392456	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G159388	1164.392822	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G061749	1555.991821	highly-expressed	568	subsample5	subsample4	subsample1	subsample5	subsample3	subsample2	subsample4	subsample2	subsample5	subsample3
GRMZM2G026724	0.284999	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G026664	0.289759	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G337139	0.427887	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G041963	0.53267	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G125162	0.533554	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G404188	0.691218	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G091251	0.74526	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
GRMZM2G463630	0.984839	unexpressed	570	subsample2	subsample3	subsample5	subsample3	subsample4	subsample1	subsample2	subsample2	subsample3	subsample5
